address,pref,county,muni,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
北海道伊達市,北海道,,伊達市,1342.0,1450.0,1571.0,1640.0,1690.0,1808.0,1893.0,2024.0,2184.0,2476.0
北海道北広島市,北海道,,北広島市,1507.0,1745.0,1868.0,1947.0,2019.0,2211.0,2431.0,2736.0,3071.0,3418.0
北海道石狩市,北海道,,石狩市,1240.0,1347.0,1466.0,1568.0,1654.0,1830.0,2126.0,2591.0,2982.0,3357.0
北海道北斗市,北海道,,北斗市,761.0,890.0,975.0,1041.0,1126.0,1215.0,1246.0,1341.0,1542.0,1765.0
北海道石狩郡当別町,北海道,石狩郡,当別町,444.0,469.0,492.0,516.0,532.0,567.0,603.0,667.0,773.0,942.0
北海道石狩郡新篠津村,北海道,石狩郡,新篠津村,150.0,160.0,165.0,165.0,170.0,188.0,188.0,193.0,216.0,225.0
北海道松前郡松前町,北海道,松前郡,松前町,7.0,11.0,11.0,20.0,20.0,20.0,20.0,34.0,34.0,38.0
北海道松前郡福島町,北海道,松前郡,福島町,26.0,36.0,39.0,42.0,47.0,57.0,61.0,61.0,81.0,81.0
北海道上磯郡知内町,北海道,上磯郡,知内町,77.0,80.0,87.0,100.0,107.0,121.0,121.0,121.0,126.0,134.0
北海道上磯郡木古内町,北海道,上磯郡,木古内町,27.0,35.0,44.0,50.0,50.0,50.0,59.0,59.0,59.0,59.0
北海道亀田郡七飯町,北海道,亀田郡,七飯町,918.0,1043.0,1143.0,1223.0,1263.0,1404.0,1455.0,1573.0,1703.0,1870.0
北海道茅部郡鹿部町,北海道,茅部郡,鹿部町,24.0,34.0,34.0,34.0,34.0,46.0,51.0,51.0,61.0,66.0
北海道茅部郡森町,北海道,茅部郡,森町,156.0,297.0,327.0,360.0,416.0,462.0,511.0,540.0,602.0,686.0
北海道二海郡八雲町,北海道,二海郡,八雲町,167.0,252.0,282.0,314.0,336.0,384.0,409.0,463.0,525.0,614.0
北海道山越郡長万部町,北海道,山越郡,長万部町,56.0,89.0,93.0,122.0,133.0,158.0,158.0,177.0,191.0,214.0
北海道檜山郡江差町,北海道,檜山郡,江差町,39.0,73.0,84.0,84.0,103.0,108.0,108.0,119.0,119.0,156.0
北海道檜山郡上ノ国町,北海道,檜山郡,上ノ国町,13.0,19.0,33.0,33.0,33.0,36.0,36.0,36.0,42.0,42.0
北海道檜山郡厚沢部町,北海道,檜山郡,厚沢部町,34.0,40.0,67.0,73.0,73.0,82.0,90.0,99.0,119.0,133.0
北海道爾志郡乙部町,北海道,爾志郡,乙部町,34.0,34.0,34.0,44.0,44.0,44.0,44.0,54.0,54.0,63.0
北海道奥尻郡奥尻町,北海道,奥尻郡,奥尻町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
北海道瀬棚郡今金町,北海道,瀬棚郡,今金町,35.0,49.0,59.0,61.0,78.0,110.0,110.0,127.0,136.0,150.0
北海道久遠郡せたな町,北海道,久遠郡,せたな町,116.0,146.0,175.0,211.0,220.0,245.0,259.0,272.0,276.0,286.0
北海道島牧郡島牧村,北海道,島牧郡,島牧村,2.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,19.0,32.0
北海道寿都郡寿都町,北海道,寿都郡,寿都町,22.0,32.0,32.0,32.0,45.0,45.0,55.0,61.0,61.0,71.0
北海道寿都郡黒松内町,北海道,寿都郡,黒松内町,18.0,59.0,59.0,69.0,88.0,88.0,88.0,93.0,104.0,104.0
北海道磯谷郡蘭越町,北海道,磯谷郡,蘭越町,58.0,63.0,63.0,73.0,73.0,97.0,97.0,125.0,144.0,167.0
北海道虻田郡ニセコ町,北海道,虻田郡,ニセコ町,41.0,56.0,56.0,68.0,76.0,90.0,90.0,92.0,92.0,92.0
北海道虻田郡真狩村,北海道,虻田郡,真狩村,0.0,0.0,0.0,0.0,0.0,17.0,17.0,26.0,71.0,80.0
北海道虻田郡留寿都村,北海道,虻田郡,留寿都村,28.0,48.0,48.0,48.0,52.0,52.0,52.0,62.0,62.0,62.0
北海道虻田郡喜茂別町,北海道,虻田郡,喜茂別町,8.0,8.0,8.0,8.0,8.0,8.0,18.0,18.0,18.0,18.0
北海道虻田郡京極町,北海道,虻田郡,京極町,11.0,20.0,20.0,20.0,20.0,34.0,38.0,48.0,48.0,48.0
北海道虻田郡倶知安町,北海道,虻田郡,倶知安町,50.0,50.0,61.0,69.0,69.0,77.0,82.0,82.0,82.0,82.0
北海道岩内郡共和町,北海道,岩内郡,共和町,166.0,194.0,200.0,217.0,256.0,278.0,304.0,315.0,314.0,338.0
北海道岩内郡岩内町,北海道,岩内郡,岩内町,91.0,108.0,122.0,122.0,131.0,140.0,177.0,207.0,226.0,239.0
北海道古宇郡泊村,北海道,古宇郡,泊村,4.0,10.0,10.0,10.0,16.0,16.0,26.0,39.0,39.0,39.0
北海道古宇郡神恵内村,北海道,古宇郡,神恵内村,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
北海道積丹郡積丹町,北海道,積丹郡,積丹町,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0
北海道古平郡古平町,北海道,古平郡,古平町,10.0,10.0,15.0,15.0,20.0,26.0,26.0,26.0,41.0,45.0
北海道余市郡仁木町,北海道,余市郡,仁木町,50.0,50.0,50.0,80.0,113.0,113.0,136.0,151.0,173.0,212.0
北海道余市郡余市町,北海道,余市郡,余市町,201.0,228.0,257.0,268.0,307.0,348.0,377.0,397.0,470.0,546.0
北海道余市郡赤井川村,北海道,余市郡,赤井川村,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,17.0,27.0
北海道空知郡南幌町,北海道,空知郡,南幌町,316.0,395.0,409.0,423.0,434.0,445.0,473.0,531.0,649.0,983.0
北海道空知郡奈井江町,北海道,空知郡,奈井江町,62.0,68.0,71.0,104.0,109.0,142.0,155.0,203.0,238.0,264.0
北海道空知郡上砂川町,北海道,空知郡,上砂川町,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0
北海道夕張郡由仁町,北海道,夕張郡,由仁町,205.0,351.0,533.0,609.0,661.0,661.0,671.0,676.0,705.0,749.0
北海道夕張郡長沼町,北海道,夕張郡,長沼町,714.0,814.0,855.0,868.0,907.0,918.0,960.0,1056.0,1094.0,1122.0
北海道夕張郡栗山町,北海道,夕張郡,栗山町,547.0,716.0,866.0,932.0,957.0,992.0,1013.0,1059.0,1079.0,1157.0
北海道樺戸郡月形町,北海道,樺戸郡,月形町,90.0,93.0,93.0,93.0,103.0,114.0,114.0,129.0,138.0,144.0
北海道樺戸郡浦臼町,北海道,樺戸郡,浦臼町,24.0,33.0,33.0,47.0,53.0,53.0,53.0,67.0,77.0,77.0
北海道樺戸郡新十津川町,北海道,樺戸郡,新十津川町,134.0,165.0,170.0,174.0,190.0,222.0,241.0,275.0,317.0,355.0
北海道雨竜郡妹背牛町,北海道,雨竜郡,妹背牛町,72.0,74.0,76.0,81.0,87.0,98.0,98.0,108.0,132.0,153.0
北海道雨竜郡秩父別町,北海道,雨竜郡,秩父別町,39.0,44.0,52.0,56.0,60.0,86.0,86.0,100.0,110.0,110.0
北海道雨竜郡雨竜町,北海道,雨竜郡,雨竜町,35.0,35.0,39.0,46.0,62.0,66.0,66.0,70.0,75.0,81.0
北海道雨竜郡北竜町,北海道,雨竜郡,北竜町,23.0,23.0,32.0,42.0,42.0,42.0,72.0,72.0,72.0,89.0
北海道雨竜郡沼田町,北海道,雨竜郡,沼田町,13.0,13.0,18.0,18.0,18.0,24.0,24.0,34.0,34.0,38.0
北海道上川郡鷹栖町,北海道,上川郡,鷹栖町,162.0,205.0,225.0,238.0,268.0,274.0,279.0,299.0,352.0,402.0
北海道上川郡東神楽町,北海道,上川郡,東神楽町,413.0,465.0,494.0,549.0,586.0,614.0,619.0,641.0,710.0,729.0
北海道上川郡当麻町,北海道,上川郡,当麻町,149.0,198.0,238.0,277.0,297.0,310.0,314.0,325.0,340.0,394.0
北海道上川郡比布町,北海道,上川郡,比布町,182.0,202.0,206.0,210.0,218.0,229.0,232.0,250.0,262.0,274.0
北海道上川郡愛別町,北海道,上川郡,愛別町,69.0,74.0,74.0,74.0,74.0,83.0,99.0,117.0,117.0,145.0
北海道上川郡上川町,北海道,上川郡,上川町,23.0,37.0,37.0,40.0,40.0,40.0,50.0,50.0,50.0,63.0
北海道上川郡東川町,北海道,上川郡,東川町,285.0,335.0,357.0,379.0,420.0,453.0,485.0,525.0,603.0,643.0
北海道上川郡美瑛町,北海道,上川郡,美瑛町,180.0,199.0,212.0,250.0,265.0,312.0,317.0,327.0,351.0,367.0
北海道空知郡上富良野町,北海道,空知郡,上富良野町,249.0,288.0,328.0,357.0,382.0,411.0,463.0,489.0,504.0,561.0
北海道空知郡中富良野町,北海道,空知郡,中富良野町,187.0,209.0,240.0,260.0,293.0,324.0,330.0,342.0,355.0,372.0
北海道空知郡南富良野町,北海道,空知郡,南富良野町,24.0,28.0,28.0,41.0,53.0,53.0,53.0,63.0,92.0,117.0
北海道勇払郡占冠村,北海道,勇払郡,占冠村,16.0,16.0,16.0,16.0,16.0,16.0,26.0,26.0,26.0,30.0
北海道上川郡和寒町,北海道,上川郡,和寒町,402.0,402.0,402.0,402.0,402.0,416.0,422.0,422.0,422.0,432.0
北海道上川郡剣淵町,北海道,上川郡,剣淵町,435.0,445.0,455.0,464.0,468.0,481.0,500.0,500.0,500.0,500.0
北海道上川郡下川町,北海道,上川郡,下川町,22.0,30.0,30.0,30.0,30.0,30.0,36.0,43.0,43.0,53.0
北海道中川郡美深町,北海道,中川郡,美深町,24.0,40.0,109.0,109.0,118.0,122.0,129.0,144.0,154.0,165.0
北海道中川郡音威子府村,北海道,中川郡,音威子府村,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
北海道中川郡中川町,北海道,中川郡,中川町,5.0,5.0,5.0,24.0,34.0,44.0,44.0,44.0,44.0,44.0
北海道雨竜郡幌加内町,北海道,雨竜郡,幌加内町,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
北海道増毛郡増毛町,北海道,増毛郡,増毛町,4.0,4.0,13.0,13.0,18.0,32.0,42.0,50.0,56.0,60.0
北海道留萌郡小平町,北海道,留萌郡,小平町,16.0,16.0,16.0,16.0,20.0,30.0,46.0,56.0,73.0,73.0
北海道苫前郡苫前町,北海道,苫前郡,苫前町,4.0,4.0,10.0,19.0,23.0,38.0,38.0,38.0,64.0,84.0
北海道苫前郡羽幌町,北海道,苫前郡,羽幌町,39.0,73.0,78.0,87.0,87.0,92.0,96.0,111.0,118.0,118.0
北海道苫前郡初山別村,北海道,苫前郡,初山別村,0.0,10.0,19.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
北海道天塩郡遠別町,北海道,天塩郡,遠別町,69.0,100.0,109.0,138.0,148.0,148.0,148.0,148.0,148.0,158.0
北海道天塩郡天塩町,北海道,天塩郡,天塩町,52.0,104.0,114.0,122.0,125.0,125.0,135.0,145.0,145.0,145.0
北海道宗谷郡猿払村,北海道,宗谷郡,猿払村,32.0,32.0,32.0,36.0,36.0,36.0,46.0,64.0,80.0,91.0
北海道枝幸郡浜頓別町,北海道,枝幸郡,浜頓別町,49.0,49.0,58.0,67.0,67.0,73.0,73.0,73.0,73.0,83.0
北海道枝幸郡中頓別町,北海道,枝幸郡,中頓別町,3.0,3.0,13.0,15.0,25.0,25.0,33.0,33.0,43.0,52.0
北海道枝幸郡枝幸町,北海道,枝幸郡,枝幸町,37.0,52.0,52.0,87.0,114.0,124.0,137.0,147.0,163.0,191.0
北海道天塩郡豊富町,北海道,天塩郡,豊富町,83.0,101.0,139.0,144.0,144.0,176.0,225.0,225.0,237.0,237.0
北海道礼文郡礼文町,北海道,礼文郡,礼文町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
北海道利尻郡利尻町,北海道,利尻郡,利尻町,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
北海道利尻郡利尻富士町,北海道,利尻郡,利尻富士町,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
北海道天塩郡幌延町,北海道,天塩郡,幌延町,203.0,242.0,261.0,276.0,286.0,311.0,311.0,319.0,328.0,328.0
北海道網走郡美幌町,北海道,網走郡,美幌町,506.0,804.0,1112.0,1501.0,1566.0,1618.0,1641.0,1715.0,1756.0,1903.0
北海道網走郡津別町,北海道,網走郡,津別町,258.0,319.0,361.0,370.0,400.0,437.0,454.0,479.0,495.0,569.0
北海道斜里郡斜里町,北海道,斜里郡,斜里町,409.0,579.0,682.0,775.0,834.0,874.0,887.0,912.0,1015.0,1150.0
北海道斜里郡清里町,北海道,斜里郡,清里町,541.0,598.0,631.0,661.0,661.0,670.0,684.0,694.0,753.0,819.0
北海道斜里郡小清水町,北海道,斜里郡,小清水町,1144.0,1202.0,1220.0,1257.0,1265.0,1271.0,1291.0,1318.0,1357.0,1389.0
北海道常呂郡訓子府町,北海道,常呂郡,訓子府町,459.0,722.0,976.0,1016.0,1046.0,1058.0,1072.0,1102.0,1124.0,1154.0
北海道常呂郡置戸町,北海道,常呂郡,置戸町,326.0,388.0,486.0,486.0,486.0,494.0,505.0,606.0,640.0,670.0
北海道常呂郡佐呂間町,北海道,常呂郡,佐呂間町,684.0,708.0,730.0,750.0,754.0,764.0,774.0,794.0,864.0,891.0
北海道紋別郡遠軽町,北海道,紋別郡,遠軽町,761.0,878.0,935.0,977.0,991.0,1018.0,1046.0,1088.0,1166.0,1231.0
北海道紋別郡湧別町,北海道,紋別郡,湧別町,1112.0,1332.0,1386.0,1396.0,1425.0,1448.0,1490.0,1527.0,1541.0,1618.0
北海道紋別郡滝上町,北海道,紋別郡,滝上町,32.0,32.0,35.0,35.0,35.0,35.0,35.0,54.0,54.0,56.0
北海道紋別郡興部町,北海道,紋別郡,興部町,100.0,115.0,125.0,149.0,167.0,173.0,179.0,184.0,184.0,184.0
北海道紋別郡西興部村,北海道,紋別郡,西興部村,16.0,26.0,34.0,64.0,68.0,78.0,78.0,78.0,83.0,83.0
北海道紋別郡雄武町,北海道,紋別郡,雄武町,63.0,71.0,126.0,195.0,203.0,233.0,262.0,282.0,308.0,324.0
北海道網走郡大空町,北海道,網走郡,大空町,635.0,830.0,957.0,1034.0,1072.0,1123.0,1173.0,1259.0,1413.0,1646.0
北海道虻田郡豊浦町,北海道,虻田郡,豊浦町,31.0,34.0,55.0,69.0,69.0,80.0,90.0,111.0,142.0,168.0
北海道有珠郡壮瞥町,北海道,有珠郡,壮瞥町,54.0,83.0,83.0,88.0,94.0,94.0,94.0,100.0,110.0,120.0
北海道白老郡白老町,北海道,白老郡,白老町,213.0,267.0,300.0,326.0,366.0,375.0,384.0,404.0,456.0,732.0
北海道勇払郡厚真町,北海道,勇払郡,厚真町,278.0,333.0,426.0,477.0,477.0,499.0,566.0,593.0,647.0,714.0
北海道虻田郡洞爺湖町,北海道,虻田郡,洞爺湖町,166.0,176.0,184.0,188.0,204.0,209.0,231.0,266.0,306.0,315.0
北海道勇払郡安平町,北海道,勇払郡,安平町,281.0,335.0,553.0,624.0,637.0,643.0,687.0,727.0,771.0,835.0
北海道勇払郡むかわ町,北海道,勇払郡,むかわ町,442.0,513.0,558.0,565.0,594.0,614.0,663.0,694.0,738.0,805.0
北海道沙流郡日高町,北海道,沙流郡,日高町,287.0,323.0,350.0,369.0,380.0,422.0,442.0,456.0,518.0,614.0
北海道沙流郡平取町,北海道,沙流郡,平取町,149.0,169.0,180.0,195.0,199.0,222.0,253.0,295.0,366.0,407.0
北海道新冠郡新冠町,北海道,新冠郡,新冠町,140.0,174.0,182.0,186.0,218.0,218.0,231.0,236.0,241.0,256.0
北海道浦河郡浦河町,北海道,浦河郡,浦河町,182.0,226.0,239.0,290.0,306.0,354.0,389.0,428.0,462.0,501.0
北海道様似郡様似町,北海道,様似郡,様似町,100.0,123.0,138.0,157.0,167.0,167.0,171.0,193.0,202.0,272.0
北海道幌泉郡えりも町,北海道,幌泉郡,えりも町,68.0,68.0,81.0,85.0,90.0,99.0,109.0,119.0,129.0,168.0
北海道日高郡新ひだか町,北海道,日高郡,新ひだか町,492.0,539.0,587.0,681.0,760.0,795.0,806.0,904.0,990.0,1114.0
北海道河東郡音更町,北海道,河東郡,音更町,3883.0,4449.0,4929.0,5178.0,5321.0,5549.0,5719.0,5889.0,6205.0,6555.0
北海道河東郡士幌町,北海道,河東郡,士幌町,569.0,647.0,784.0,862.0,1013.0,1052.0,1070.0,1094.0,1112.0,1151.0
北海道河東郡上士幌町,北海道,河東郡,上士幌町,401.0,437.0,572.0,665.0,700.0,734.0,772.0,812.0,826.0,836.0
北海道河東郡鹿追町,北海道,河東郡,鹿追町,288.0,678.0,828.0,874.0,930.0,1005.0,1039.0,1097.0,1158.0,1371.0
北海道上川郡新得町,北海道,上川郡,新得町,158.0,212.0,216.0,231.0,242.0,276.0,300.0,328.0,410.0,449.0
北海道上川郡清水町,北海道,上川郡,清水町,444.0,550.0,685.0,729.0,814.0,867.0,879.0,937.0,1028.0,1065.0
北海道河西郡芽室町,北海道,河西郡,芽室町,1854.0,2166.0,2323.0,2414.0,2544.0,2744.0,2892.0,3019.0,3176.0,3423.0
北海道河西郡中札内村,北海道,河西郡,中札内村,308.0,342.0,367.0,379.0,409.0,453.0,478.0,508.0,540.0,557.0
北海道河西郡更別村,北海道,河西郡,更別村,492.0,508.0,547.0,598.0,610.0,662.0,726.0,745.0,786.0,889.0
北海道広尾郡大樹町,北海道,広尾郡,大樹町,274.0,360.0,397.0,433.0,433.0,478.0,496.0,526.0,543.0,601.0
北海道広尾郡広尾町,北海道,広尾郡,広尾町,183.0,199.0,224.0,239.0,266.0,311.0,332.0,332.0,352.0,363.0
北海道中川郡幕別町,北海道,中川郡,幕別町,1737.0,1968.0,2288.0,2466.0,2593.0,2792.0,2937.0,3111.0,3283.0,3526.0
北海道中川郡池田町,北海道,中川郡,池田町,425.0,511.0,557.0,604.0,619.0,638.0,690.0,721.0,799.0,844.0
北海道中川郡豊頃町,北海道,中川郡,豊頃町,351.0,413.0,432.0,432.0,444.0,444.0,464.0,494.0,519.0,572.0
北海道中川郡本別町,北海道,中川郡,本別町,412.0,507.0,552.0,608.0,653.0,669.0,673.0,727.0,764.0,806.0
北海道足寄郡足寄町,北海道,足寄郡,足寄町,306.0,449.0,650.0,836.0,883.0,911.0,969.0,1064.0,1091.0,1130.0
北海道足寄郡陸別町,北海道,足寄郡,陸別町,81.0,121.0,121.0,143.0,219.0,238.0,305.0,305.0,305.0,312.0
北海道十勝郡浦幌町,北海道,十勝郡,浦幌町,488.0,560.0,600.0,620.0,620.0,629.0,649.0,664.0,689.0,709.0
北海道釧路郡釧路町,北海道,釧路郡,釧路町,466.0,682.0,770.0,849.0,934.0,1021.0,1069.0,1156.0,1299.0,1370.0
北海道厚岸郡厚岸町,北海道,厚岸郡,厚岸町,320.0,422.0,522.0,566.0,584.0,617.0,648.0,672.0,706.0,777.0
北海道厚岸郡浜中町,北海道,厚岸郡,浜中町,261.0,403.0,801.0,980.0,1027.0,1091.0,1168.0,1196.0,1248.0,1276.0
北海道川上郡標茶町,北海道,川上郡,標茶町,414.0,738.0,1131.0,1233.0,1309.0,1383.0,1399.0,1436.0,1475.0,1552.0
北海道川上郡弟子屈町,北海道,川上郡,弟子屈町,470.0,515.0,613.0,653.0,693.0,720.0,727.0,752.0,800.0,864.0
北海道阿寒郡鶴居村,北海道,阿寒郡,鶴居村,178.0,237.0,247.0,267.0,284.0,295.0,361.0,398.0,436.0,505.0
北海道白糠郡白糠町,北海道,白糠郡,白糠町,229.0,308.0,367.0,383.0,397.0,408.0,435.0,504.0,650.0,893.0
北海道野付郡別海町,北海道,野付郡,別海町,1980.0,2116.0,2878.0,3471.0,3846.0,4053.0,4148.0,4189.0,4266.0,4364.0
北海道標津郡中標津町,北海道,標津郡,中標津町,942.0,1359.0,1535.0,1625.0,1733.0,2067.0,2265.0,2434.0,2629.0,2915.0
北海道標津郡標津町,北海道,標津郡,標津町,183.0,202.0,236.0,275.0,285.0,312.0,333.0,392.0,450.0,504.0
北海道目梨郡羅臼町,北海道,目梨郡,羅臼町,35.0,35.0,35.0,39.0,48.0,63.0,73.0,73.0,82.0,116.0
北海道市町村不明,北海道,,市町村不明,4503.0,4510.0,4493.0,4493.0,4493.0,4400.0,4242.0,4085.0,4013.0,3871.0
青森県青森市,青森県,,青森市,2989.0,3275.0,3640.0,3996.0,4510.0,5360.0,6224.0,7200.0,8253.0,9213.0
青森県弘前市,青森県,,弘前市,2765.0,3134.0,3384.0,3583.0,3989.0,4444.0,4885.0,5392.0,5988.0,6611.0
青森県八戸市,青森県,,八戸市,11321.0,12724.0,14481.0,15948.0,17199.0,18996.0,20280.0,21735.0,23526.0,25205.0
青森県黒石市,青森県,,黒石市,630.0,676.0,756.0,828.0,914.0,1020.0,1138.0,1243.0,1365.0,1512.0
青森県五所川原市,青森県,,五所川原市,647.0,699.0,742.0,812.0,921.0,1002.0,1129.0,1275.0,1459.0,1633.0
青森県十和田市,青森県,,十和田市,2116.0,2507.0,2913.0,3207.0,3477.0,3826.0,4082.0,4460.0,4835.0,5398.0
青森県三沢市,青森県,,三沢市,1350.0,1505.0,1821.0,1994.0,2148.0,2382.0,2552.0,2821.0,3130.0,3392.0
青森県むつ市,青森県,,むつ市,862.0,1095.0,1224.0,1342.0,1522.0,1730.0,1969.0,2142.0,2372.0,2482.0
青森県つがる市,青森県,,つがる市,317.0,335.0,394.0,453.0,477.0,515.0,583.0,616.0,683.0,734.0
青森県平川市,青森県,,平川市,640.0,766.0,894.0,936.0,1015.0,1109.0,1183.0,1336.0,1659.0,1851.0
青森県東津軽郡平内町,青森県,東津軽郡,平内町,127.0,145.0,173.0,193.0,228.0,268.0,288.0,347.0,392.0,437.0
青森県東津軽郡今別町,青森県,東津軽郡,今別町,16.0,16.0,16.0,16.0,20.0,20.0,20.0,20.0,20.0,20.0
青森県東津軽郡蓬田村,青森県,東津軽郡,蓬田村,13.0,13.0,13.0,19.0,27.0,27.0,36.0,46.0,46.0,46.0
青森県東津軽郡外ヶ浜町,青森県,東津軽郡,外ヶ浜町,46.0,54.0,64.0,68.0,76.0,76.0,109.0,114.0,122.0,140.0
青森県西津軽郡鰺ヶ沢町,青森県,西津軽郡,鰺ヶ沢町,74.0,77.0,100.0,100.0,100.0,113.0,145.0,155.0,165.0,212.0
青森県西津軽郡深浦町,青森県,西津軽郡,深浦町,72.0,75.0,79.0,79.0,79.0,98.0,98.0,94.0,99.0,99.0
青森県中津軽郡西目屋村,青森県,中津軽郡,西目屋村,12.0,12.0,17.0,17.0,17.0,39.0,52.0,52.0,57.0,73.0
青森県南津軽郡藤崎町,青森県,南津軽郡,藤崎町,231.0,256.0,306.0,334.0,402.0,464.0,502.0,578.0,672.0,772.0
青森県南津軽郡大鰐町,青森県,南津軽郡,大鰐町,102.0,128.0,137.0,160.0,193.0,209.0,222.0,228.0,243.0,262.0
青森県南津軽郡田舎館村,青森県,南津軽郡,田舎館村,151.0,171.0,240.0,260.0,294.0,325.0,354.0,393.0,439.0,443.0
青森県北津軽郡板柳町,青森県,北津軽郡,板柳町,243.0,265.0,306.0,330.0,340.0,419.0,471.0,495.0,533.0,584.0
青森県北津軽郡鶴田町,青森県,北津軽郡,鶴田町,122.0,165.0,185.0,194.0,209.0,253.0,265.0,287.0,349.0,366.0
青森県北津軽郡中泊町,青森県,北津軽郡,中泊町,58.0,61.0,84.0,95.0,95.0,95.0,111.0,111.0,111.0,129.0
青森県上北郡野辺地町,青森県,上北郡,野辺地町,218.0,257.0,288.0,321.0,364.0,427.0,449.0,508.0,544.0,568.0
