address,pref,county,muni,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
茨城県桜川市,茨城県,,桜川市,861.0,942.0,1014.0,1080.0,1139.0,1230.0,1277.0,1334.0,1415.0,1468.0
茨城県神栖市,茨城県,,神栖市,2223.0,2441.0,2653.0,2857.0,3051.0,3345.0,3550.0,3732.0,3952.0,4187.0
茨城県行方市,茨城県,,行方市,553.0,626.0,695.0,748.0,802.0,867.0,916.0,949.0,987.0,1018.0
茨城県鉾田市,茨城県,,鉾田市,834.0,918.0,1007.0,1075.0,1130.0,1219.0,1261.0,1310.0,1356.0,1420.0
茨城県つくばみらい市,茨城県,,つくばみらい市,1365.0,1556.0,1732.0,1854.0,1948.0,2089.0,2205.0,2352.0,2615.0,2871.0
茨城県小美玉市,茨城県,,小美玉市,1002.0,1113.0,1206.0,1264.0,1341.0,1453.0,1524.0,1587.0,1673.0,1760.0
茨城県東茨城郡茨城町,茨城県,東茨城郡,茨城町,287.0,326.0,386.0,432.0,496.0,577.0,636.0,694.0,744.0,813.0
茨城県東茨城郡大洗町,茨城県,東茨城郡,大洗町,94.0,117.0,143.0,161.0,176.0,195.0,219.0,236.0,261.0,292.0
茨城県東茨城郡城里町,茨城県,東茨城郡,城里町,189.0,210.0,233.0,251.0,264.0,301.0,326.0,351.0,383.0,412.0
茨城県那珂郡東海村,茨城県,那珂郡,東海村,615.0,746.0,870.0,943.0,1019.0,1142.0,1246.0,1362.0,1468.0,1603.0
茨城県久慈郡大子町,茨城県,久慈郡,大子町,122.0,133.0,149.0,166.0,172.0,183.0,189.0,194.0,202.0,213.0
茨城県稲敷郡美浦村,茨城県,稲敷郡,美浦村,104.0,133.0,155.0,185.0,202.0,233.0,255.0,271.0,289.0,311.0
茨城県稲敷郡阿見町,茨城県,稲敷郡,阿見町,508.0,620.0,743.0,834.0,934.0,1119.0,1283.0,1461.0,1695.0,1891.0
茨城県稲敷郡河内町,茨城県,稲敷郡,河内町,59.0,66.0,75.0,87.0,98.0,109.0,125.0,139.0,150.0,154.0
茨城県結城郡八千代町,茨城県,結城郡,八千代町,236.0,276.0,305.0,342.0,376.0,424.0,442.0,478.0,512.0,542.0
茨城県猿島郡五霞町,茨城県,猿島郡,五霞町,85.0,111.0,122.0,137.0,145.0,160.0,175.0,184.0,195.0,209.0
茨城県猿島郡境町,茨城県,猿島郡,境町,230.0,264.0,305.0,355.0,401.0,470.0,530.0,580.0,649.0,701.0
茨城県北相馬郡利根町,茨城県,北相馬郡,利根町,107.0,127.0,152.0,165.0,205.0,230.0,248.0,265.0,285.0,316.0
茨城県市町村不明,茨城県,,市町村不明,2683.0,2676.0,2671.0,2671.0,2671.0,2622.0,2506.0,2446.0,2411.0,2377.0
栃木県宇都宮市,栃木県,,宇都宮市,12327.0,13628.0,14841.0,15745.0,16552.0,17751.0,18633.0,19566.0,20711.0,21825.0
栃木県足利市,栃木県,,足利市,3274.0,3549.0,3795.0,3990.0,4234.0,4527.0,4763.0,4974.0,5237.0,5449.0
栃木県栃木市,栃木県,,栃木市,3769.0,4185.0,4591.0,4866.0,5182.0,5546.0,5807.0,6114.0,6515.0,6836.0
栃木県佐野市,栃木県,,佐野市,3162.0,3462.0,3703.0,3932.0,4132.0,4469.0,4666.0,4884.0,5117.0,5341.0
栃木県鹿沼市,栃木県,,鹿沼市,2163.0,2377.0,2581.0,2736.0,2868.0,3053.0,3187.0,3352.0,3520.0,3679.0
栃木県日光市,栃木県,,日光市,1445.0,1595.0,1700.0,1785.0,1872.0,1985.0,2069.0,2156.0,2267.0,2350.0
栃木県小山市,栃木県,,小山市,4218.0,4675.0,5130.0,5480.0,5877.0,6331.0,6660.0,7083.0,7511.0,7926.0
栃木県真岡市,栃木県,,真岡市,2124.0,2323.0,2571.0,2742.0,2916.0,3150.0,3307.0,3464.0,3653.0,3838.0
栃木県大田原市,栃木県,,大田原市,1632.0,1790.0,1961.0,2093.0,2192.0,2336.0,2459.0,2560.0,2698.0,2828.0
栃木県矢板市,栃木県,,矢板市,841.0,901.0,981.0,1028.0,1098.0,1170.0,1210.0,1266.0,1331.0,1382.0
栃木県那須塩原市,栃木県,,那須塩原市,2611.0,2905.0,3153.0,3336.0,3491.0,3742.0,3944.0,4172.0,4458.0,4696.0
栃木県さくら市,栃木県,,さくら市,1392.0,1540.0,1661.0,1764.0,1858.0,1983.0,2088.0,2184.0,2267.0,2385.0
栃木県那須烏山市,栃木県,,那須烏山市,697.0,745.0,786.0,816.0,842.0,880.0,913.0,932.0,974.0,991.0
栃木県下野市,栃木県,,下野市,1705.0,1891.0,2040.0,2164.0,2292.0,2438.0,2564.0,2699.0,2862.0,3009.0
栃木県河内郡上三川町,栃木県,河内郡,上三川町,440.0,537.0,644.0,710.0,769.0,879.0,982.0,1059.0,1144.0,1219.0
栃木県芳賀郡益子町,栃木県,芳賀郡,益子町,257.0,306.0,349.0,371.0,392.0,427.0,467.0,513.0,552.0,604.0
栃木県芳賀郡茂木町,栃木県,芳賀郡,茂木町,99.0,123.0,134.0,143.0,149.0,167.0,185.0,198.0,210.0,226.0
栃木県芳賀郡市貝町,栃木県,芳賀郡,市貝町,155.0,189.0,208.0,226.0,243.0,273.0,295.0,321.0,340.0,363.0
栃木県芳賀郡芳賀町,栃木県,芳賀郡,芳賀町,222.0,271.0,322.0,348.0,375.0,434.0,496.0,570.0,638.0,698.0
栃木県下都賀郡壬生町,栃木県,下都賀郡,壬生町,545.0,669.0,780.0,836.0,903.0,1013.0,1113.0,1190.0,1293.0,1399.0
栃木県下都賀郡野木町,栃木県,下都賀郡,野木町,296.0,377.0,442.0,487.0,529.0,590.0,653.0,704.0,763.0,822.0
栃木県塩谷郡塩谷町,栃木県,塩谷郡,塩谷町,96.0,111.0,122.0,136.0,146.0,166.0,186.0,194.0,207.0,215.0
栃木県塩谷郡高根沢町,栃木県,塩谷郡,高根沢町,354.0,442.0,528.0,600.0,647.0,732.0,800.0,874.0,954.0,1031.0
栃木県那須郡那須町,栃木県,那須郡,那須町,170.0,203.0,250.0,275.0,293.0,340.0,370.0,394.0,419.0,442.0
栃木県那須郡那珂川町,栃木県,那須郡,那珂川町,170.0,208.0,236.0,250.0,261.0,286.0,302.0,320.0,336.0,348.0
栃木県市町村不明,栃木県,,市町村不明,4046.0,4024.0,4009.0,4009.0,4008.0,3910.0,3750.0,3670.0,3621.0,3576.0
群馬県前橋市,群馬県,,前橋市,7827.0,8589.0,9372.0,9945.0,10475.0,11316.0,11954.0,12622.0,13398.0,14103.0
群馬県高崎市,群馬県,,高崎市,8037.0,8819.0,9662.0,10274.0,10908.0,11770.0,12408.0,13170.0,14074.0,14919.0
群馬県桐生市,群馬県,,桐生市,2096.0,2239.0,2394.0,2526.0,2640.0,2816.0,2966.0,3119.0,3288.0,3433.0
群馬県伊勢崎市,群馬県,,伊勢崎市,5299.0,5835.0,6418.0,6896.0,7305.0,7950.0,8399.0,8916.0,9505.0,10053.0
群馬県太田市,群馬県,,太田市,6980.0,7629.0,8294.0,8804.0,9301.0,10090.0,10598.0,11104.0,11816.0,12407.0
群馬県沼田市,群馬県,,沼田市,873.0,962.0,1059.0,1125.0,1184.0,1261.0,1345.0,1407.0,1478.0,1541.0
群馬県館林市,群馬県,,館林市,1680.0,1863.0,2039.0,2185.0,2315.0,2477.0,2600.0,2720.0,2893.0,3023.0
群馬県渋川市,群馬県,,渋川市,1687.0,1841.0,2002.0,2110.0,2200.0,2342.0,2451.0,2547.0,2661.0,2790.0
群馬県藤岡市,群馬県,,藤岡市,1597.0,1725.0,1869.0,1987.0,2109.0,2256.0,2374.0,2481.0,2581.0,2703.0
群馬県富岡市,群馬県,,富岡市,937.0,1017.0,1093.0,1151.0,1207.0,1299.0,1355.0,1418.0,1505.0,1569.0
群馬県安中市,群馬県,,安中市,1247.0,1353.0,1460.0,1535.0,1610.0,1734.0,1823.0,1911.0,2040.0,2127.0
群馬県みどり市,群馬県,,みどり市,1302.0,1395.0,1496.0,1582.0,1645.0,1751.0,1826.0,1910.0,2015.0,2111.0
群馬県北群馬郡榛東村,群馬県,北群馬郡,榛東村,180.0,235.0,303.0,327.0,360.0,432.0,476.0,519.0,573.0,615.0
群馬県北群馬郡吉岡町,群馬県,北群馬郡,吉岡町,326.0,390.0,492.0,535.0,617.0,719.0,808.0,876.0,970.0,1059.0
群馬県多野郡上野村,群馬県,多野郡,上野村,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0
群馬県多野郡神流町,群馬県,多野郡,神流町,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0
群馬県甘楽郡下仁田町,群馬県,甘楽郡,下仁田町,39.0,43.0,50.0,55.0,58.0,65.0,77.0,80.0,82.0,86.0
群馬県甘楽郡南牧村,群馬県,甘楽郡,南牧村,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0
群馬県甘楽郡甘楽町,群馬県,甘楽郡,甘楽町,125.0,141.0,172.0,195.0,210.0,235.0,263.0,289.0,307.0,338.0
群馬県吾妻郡中之条町,群馬県,吾妻郡,中之条町,142.0,169.0,200.0,212.0,231.0,251.0,274.0,285.0,311.0,333.0
群馬県吾妻郡長野原町,群馬県,吾妻郡,長野原町,38.0,58.0,72.0,80.0,84.0,96.0,103.0,112.0,118.0,123.0
群馬県吾妻郡嬬恋村,群馬県,吾妻郡,嬬恋村,50.0,70.0,82.0,96.0,104.0,123.0,138.0,151.0,167.0,180.0
群馬県吾妻郡草津町,群馬県,吾妻郡,草津町,6.0,7.0,9.0,9.0,9.0,10.0,12.0,14.0,14.0,16.0
群馬県吾妻郡高山村,群馬県,吾妻郡,高山村,31.0,40.0,48.0,57.0,61.0,68.0,72.0,74.0,79.0,84.0
群馬県吾妻郡東吾妻町,群馬県,吾妻郡,東吾妻町,168.0,195.0,230.0,247.0,265.0,299.0,331.0,346.0,370.0,405.0
群馬県利根郡片品村,群馬県,利根郡,片品村,7.0,9.0,18.0,19.0,21.0,27.0,31.0,31.0,32.0,34.0
群馬県利根郡川場村,群馬県,利根郡,川場村,26.0,31.0,41.0,42.0,44.0,48.0,55.0,60.0,60.0,65.0
群馬県利根郡昭和村,群馬県,利根郡,昭和村,78.0,93.0,108.0,119.0,132.0,146.0,156.0,168.0,181.0,189.0
群馬県利根郡みなかみ町,群馬県,利根郡,みなかみ町,80.0,105.0,130.0,145.0,163.0,195.0,211.0,226.0,247.0,268.0
群馬県佐波郡玉村町,群馬県,佐波郡,玉村町,435.0,522.0,656.0,709.0,750.0,873.0,978.0,1088.0,1199.0,1292.0
群馬県邑楽郡板倉町,群馬県,邑楽郡,板倉町,198.0,227.0,258.0,280.0,312.0,343.0,370.0,396.0,425.0,443.0
群馬県邑楽郡明和町,群馬県,邑楽郡,明和町,146.0,174.0,205.0,233.0,255.0,287.0,319.0,352.0,391.0,412.0
群馬県邑楽郡千代田町,群馬県,邑楽郡,千代田町,152.0,185.0,217.0,239.0,257.0,298.0,321.0,349.0,383.0,398.0
群馬県邑楽郡大泉町,群馬県,邑楽郡,大泉町,508.0,652.0,755.0,853.0,952.0,1117.0,1253.0,1364.0,1483.0,1590.0
群馬県邑楽郡邑楽町,群馬県,邑楽郡,邑楽町,302.0,379.0,456.0,509.0,566.0,642.0,709.0,772.0,842.0,907.0
群馬県市町村不明,群馬県,,市町村不明,3821.0,3810.0,3789.0,3787.0,3787.0,3715.0,3602.0,3508.0,3461.0,3409.0
埼玉県さいたま市,埼玉県,,さいたま市,6441.0,8197.0,9761.0,10910.0,12079.0,13979.0,15499.0,17236.0,19610.0,21966.0
埼玉県川越市,埼玉県,,川越市,5993.0,6691.0,7260.0,7637.0,8056.0,8583.0,8991.0,9470.0,10030.0,10565.0
埼玉県熊谷市,埼玉県,,熊谷市,4054.0,4598.0,4996.0,5289.0,5615.0,6024.0,6305.0,6637.0,7020.0,7362.0
埼玉県川口市,埼玉県,,川口市,5387.0,5921.0,6540.0,7040.0,7473.0,8116.0,8570.0,9026.0,9643.0,10236.0
埼玉県行田市,埼玉県,,行田市,1764.0,1973.0,2125.0,2221.0,2323.0,2481.0,2598.0,2735.0,2892.0,3043.0
埼玉県秩父市,埼玉県,,秩父市,1705.0,1840.0,1981.0,2064.0,2128.0,2226.0,2298.0,2382.0,2479.0,2566.0
埼玉県所沢市,埼玉県,,所沢市,3516.0,3897.0,4205.0,4490.0,4796.0,5206.0,5481.0,5839.0,6247.0,6703.0
埼玉県飯能市,埼玉県,,飯能市,1215.0,1370.0,1502.0,1608.0,1724.0,1871.0,1969.0,2055.0,2215.0,2347.0
埼玉県加須市,埼玉県,,加須市,2927.0,3266.0,3513.0,3745.0,3927.0,4212.0,4422.0,4652.0,4905.0,5126.0
埼玉県本庄市,埼玉県,,本庄市,1562.0,1709.0,1867.0,1965.0,2104.0,2270.0,2407.0,2553.0,2738.0,2887.0
埼玉県東松山市,埼玉県,,東松山市,1842.0,2073.0,2307.0,2486.0,2626.0,2804.0,2945.0,3135.0,3370.0,3546.0
埼玉県春日部市,埼玉県,,春日部市,2919.0,3198.0,3449.0,3643.0,3854.0,4188.0,4413.0,4684.0,5067.0,5349.0
埼玉県狭山市,埼玉県,,狭山市,2216.0,2458.0,2669.0,2773.0,2932.0,3120.0,3274.0,3469.0,3729.0,3939.0
埼玉県羽生市,埼玉県,,羽生市,1337.0,1486.0,1624.0,1726.0,1829.0,1933.0,2014.0,2133.0,2274.0,2393.0
埼玉県鴻巣市,埼玉県,,鴻巣市,2067.0,2312.0,2503.0,2650.0,2814.0,3046.0,3216.0,3438.0,3677.0,3908.0
埼玉県深谷市,埼玉県,,深谷市,3483.0,3834.0,4138.0,4342.0,4573.0,4874.0,5087.0,5351.0,5603.0,5853.0
埼玉県上尾市,埼玉県,,上尾市,3205.0,3600.0,3919.0,4157.0,4408.0,4842.0,5133.0,5527.0,5993.0,6360.0
埼玉県草加市,埼玉県,,草加市,2680.0,2892.0,3124.0,3272.0,3479.0,3745.0,3949.0,4192.0,4470.0,4725.0
埼玉県越谷市,埼玉県,,越谷市,4098.0,4545.0,4942.0,5329.0,5747.0,6305.0,6627.0,6945.0,7453.0,8001.0
埼玉県蕨市,埼玉県,,蕨市,448.0,509.0,576.0,605.0,639.0,689.0,719.0,765.0,828.0,919.0
埼玉県戸田市,埼玉県,,戸田市,1131.0,1215.0,1280.0,1324.0,1384.0,1499.0,1560.0,1633.0,1754.0,1860.0
埼玉県入間市,埼玉県,,入間市,1968.0,2192.0,2386.0,2542.0,2672.0,2880.0,3055.0,3219.0,3396.0,3569.0
埼玉県朝霞市,埼玉県,,朝霞市,1055.0,1164.0,1249.0,1318.0,1376.0,1548.0,1707.0,1793.0,1899.0,2086.0
埼玉県志木市,埼玉県,,志木市,632.0,701.0,764.0,825.0,883.0,957.0,1011.0,1057.0,1129.0,1239.0
埼玉県和光市,埼玉県,,和光市,697.0,754.0,813.0,840.0,874.0,939.0,981.0,1012.0,1079.0,1151.0
埼玉県新座市,埼玉県,,新座市,1660.0,1825.0,2009.0,2123.0,2256.0,2434.0,2568.0,2703.0,2856.0,3054.0
埼玉県桶川市,埼玉県,,桶川市,1300.0,1450.0,1563.0,1659.0,1763.0,1873.0,1961.0,2066.0,2204.0,2312.0
埼玉県久喜市,埼玉県,,久喜市,2908.0,3188.0,3471.0,3699.0,3921.0,4278.0,4554.0,4834.0,5179.0,5516.0
埼玉県北本市,埼玉県,,北本市,932.0,1028.0,1095.0,1156.0,1218.0,1304.0,1374.0,1461.0,1571.0,1676.0
埼玉県八潮市,埼玉県,,八潮市,1308.0,1425.0,1544.0,1638.0,1744.0,1890.0,1967.0,2056.0,2204.0,2367.0
埼玉県富士見市,埼玉県,,富士見市,1232.0,1387.0,1480.0,1563.0,1678.0,1803.0,1888.0,1989.0,2151.0,2326.0
埼玉県三郷市,埼玉県,,三郷市,1716.0,1859.0,2043.0,2195.0,2360.0,2563.0,2686.0,2801.0,2972.0,3170.0
埼玉県蓮田市,埼玉県,,蓮田市,1211.0,1353.0,1480.0,1563.0,1647.0,1800.0,1888.0,1974.0,2105.0,2226.0
埼玉県坂戸市,埼玉県,,坂戸市,1883.0,2115.0,2301.0,2450.0,2597.0,2740.0,2846.0,2955.0,3103.0,3248.0
埼玉県幸手市,埼玉県,,幸手市,852.0,956.0,1048.0,1120.0,1182.0,1259.0,1315.0,1384.0,1466.0,1527.0
埼玉県鶴ヶ島市,埼玉県,,鶴ヶ島市,920.0,1023.0,1124.0,1200.0,1276.0,1372.0,1454.0,1533.0,1624.0,1733.0
埼玉県日高市,埼玉県,,日高市,1309.0,1435.0,1535.0,1606.0,1681.0,1763.0,1812.0,1879.0,1944.0,2020.0
埼玉県吉川市,埼玉県,,吉川市,1781.0,1986.0,2138.0,2242.0,2325.0,2434.0,2494.0,2600.0,2703.0,2799.0
埼玉県ふじみ野市,埼玉県,,ふじみ野市,1130.0,1339.0,1475.0,1558.0,1623.0,1725.0,1811.0,1892.0,1970.0,2053.0
埼玉県白岡市,埼玉県,,白岡市,406.0,554.0,646.0,734.0,820.0,945.0,1063.0,1154.0,1270.0,1383.0
埼玉県北足立郡伊奈町,埼玉県,北足立郡,伊奈町,425.0,548.0,634.0,716.0,796.0,920.0,989.0,1089.0,1221.0,1289.0
埼玉県入間郡三芳町,埼玉県,入間郡,三芳町,151.0,197.0,229.0,259.0,290.0,330.0,366.0,389.0,433.0,466.0
埼玉県入間郡毛呂山町,埼玉県,入間郡,毛呂山町,243.0,323.0,395.0,427.0,456.0,506.0,544.0,569.0,612.0,636.0
埼玉県入間郡越生町,埼玉県,入間郡,越生町,95.0,113.0,133.0,145.0,160.0,180.0,195.0,217.0,231.0,247.0
埼玉県比企郡滑川町,埼玉県,比企郡,滑川町,232.0,311.0,384.0,430.0,484.0,566.0,650.0,729.0,787.0,832.0
埼玉県比企郡嵐山町,埼玉県,比企郡,嵐山町,195.0,228.0,252.0,288.0,304.0,341.0,362.0,388.0,426.0,447.0
埼玉県比企郡小川町,埼玉県,比企郡,小川町,229.0,281.0,316.0,339.0,358.0,395.0,424.0,465.0,504.0,536.0
埼玉県比企郡川島町,埼玉県,比企郡,川島町,175.0,229.0,278.0,307.0,352.0,383.0,406.0,437.0,468.0,486.0
埼玉県比企郡吉見町,埼玉県,比企郡,吉見町,198.0,249.0,293.0,323.0,354.0,382.0,413.0,453.0,486.0,511.0
埼玉県比企郡鳩山町,埼玉県,比企郡,鳩山町,129.0,156.0,177.0,187.0,199.0,221.0,244.0,260.0,286.0,302.0
埼玉県比企郡ときがわ町,埼玉県,比企郡,ときがわ町,78.0,94.0,108.0,116.0,126.0,140.0,142.0,147.0,160.0,177.0
埼玉県秩父郡横瀬町,埼玉県,秩父郡,横瀬町,119.0,133.0,142.0,156.0,166.0,174.0,183.0,204.0,221.0,231.0
埼玉県秩父郡皆野町,埼玉県,秩父郡,皆野町,120.0,148.0,163.0,181.0,186.0,212.0,229.0,242.0,256.0,267.0
埼玉県秩父郡長瀞町,埼玉県,秩父郡,長瀞町,106.0,120.0,131.0,138.0,147.0,162.0,177.0,186.0,200.0,203.0
埼玉県秩父郡小鹿野町,埼玉県,秩父郡,小鹿野町,147.0,177.0,199.0,207.0,223.0,237.0,243.0,259.0,274.0,284.0
埼玉県秩父郡東秩父村,埼玉県,秩父郡,東秩父村,14.0,19.0,21.0,22.0,25.0,28.0,29.0,29.0,30.0,35.0
埼玉県児玉郡美里町,埼玉県,児玉郡,美里町,158.0,192.0,203.0,218.0,240.0,256.0,277.0,312.0,334.0,364.0
埼玉県児玉郡神川町,埼玉県,児玉郡,神川町,174.0,210.0,229.0,252.0,265.0,279.0,297.0,314.0,343.0,363.0
埼玉県児玉郡上里町,埼玉県,児玉郡,上里町,305.0,382.0,448.0,494.0,549.0,607.0,673.0,737.0,819.0,892.0
埼玉県大里郡寄居町,埼玉県,大里郡,寄居町,289.0,350.0,409.0,445.0,487.0,555.0,610.0,669.0,726.0,784.0
埼玉県南埼玉郡宮代町,埼玉県,南埼玉郡,宮代町,254.0,337.0,440.0,485.0,549.0,647.0,728.0,782.0,845.0,901.0
埼玉県北葛飾郡杉戸町,埼玉県,北葛飾郡,杉戸町,377.0,449.0,541.0,590.0,645.0,732.0,793.0,865.0,978.0,1049.0
埼玉県北葛飾郡松伏町,埼玉県,北葛飾郡,松伏町,216.0,268.0,309.0,353.0,406.0,456.0,488.0,513.0,567.0,604.0
埼玉県市町村不明,埼玉県,,市町村不明,14246.0,14161.0,14071.0,14069.0,14065.0,13814.0,13464.0,13189.0,12983.0,12825.0
千葉県千葉市,千葉県,,千葉市,4155.0,5259.0,6228.0,6951.0,7708.0,8833.0,9810.0,10988.0,12268.0,13593.0
千葉県銚子市,千葉県,,銚子市,622.0,683.0,739.0,779.0,811.0,891.0,939.0,985.0,1030.0,1091.0
千葉県市川市,千葉県,,市川市,3183.0,3472.0,3721.0,3965.0,4197.0,4500.0,4763.0,5098.0,5539.0,6007.0
千葉県船橋市,千葉県,,船橋市,5573.0,6194.0,6731.0,7230.0,7714.0,8403.0,8921.0,9486.0,10191.0,11034.0
千葉県館山市,千葉県,,館山市,776.0,847.0,909.0,962.0,999.0,1046.0,1092.0,1143.0,1212.0,1294.0
千葉県木更津市,千葉県,,木更津市,2656.0,2959.0,3260.0,3476.0,3669.0,4000.0,4293.0,4612.0,4971.0,5423.0
千葉県松戸市,千葉県,,松戸市,4510.0,4982.0,5479.0,5876.0,6249.0,6731.0,7100.0,7492.0,7927.0,8560.0
千葉県野田市,千葉県,,野田市,2948.0,3263.0,3563.0,3747.0,3954.0,4252.0,4486.0,4701.0,4974.0,5293.0
千葉県茂原市,千葉県,,茂原市,1381.0,1515.0,1623.0,1717.0,1833.0,1996.0,2107.0,2236.0,2392.0,2519.0
千葉県成田市,千葉県,,成田市,2285.0,2501.0,2707.0,2868.0,3002.0,3181.0,3324.0,3503.0,3706.0,3989.0
千葉県佐倉市,千葉県,,佐倉市,2607.0,2900.0,3173.0,3354.0,3504.0,3720.0,3924.0,4127.0,4343.0,4558.0
千葉県東金市,千葉県,,東金市,1004.0,1083.0,1180.0,1224.0,1283.0,1366.0,1424.0,1488.0,1557.0,1633.0
千葉県旭市,千葉県,,旭市,1003.0,1086.0,1182.0,1254.0,1331.0,1441.0,1528.0,1631.0,1735.0,1844.0
千葉県習志野市,千葉県,,習志野市,1384.0,1511.0,1631.0,1707.0,1796.0,1979.0,2065.0,2173.0,2275.0,2423.0
千葉県柏市,千葉県,,柏市,4985.0,5579.0,6091.0,6612.0,7112.0,7862.0,8412.0,9000.0,9805.0,10529.0
千葉県勝浦市,千葉県,,勝浦市,254.0,276.0,286.0,301.0,311.0,321.0,331.0,340.0,360.0,372.0
千葉県市原市,千葉県,,市原市,4393.0,4985.0,5463.0,5833.0,6175.0,6654.0,7020.0,7420.0,7805.0,8216.0
千葉県流山市,千葉県,,流山市,2637.0,2980.0,3323.0,3640.0,3941.0,4394.0,4748.0,5280.0,5851.0,6464.0
千葉県八千代市,千葉県,,八千代市,2444.0,2691.0,2941.0,3129.0,3392.0,3734.0,4053.0,4406.0,4712.0,5018.0
千葉県我孫子市,千葉県,,我孫子市,1820.0,2001.0,2150.0,2281.0,2425.0,2628.0,2777.0,2919.0,3091.0,3341.0
千葉県鴨川市,千葉県,,鴨川市,522.0,564.0,592.0,626.0,645.0,676.0,703.0,737.0,772.0,806.0
千葉県鎌ケ谷市,千葉県,,鎌ケ谷市,1415.0,1556.0,1679.0,1792.0,1886.0,2050.0,2171.0,2295.0,2409.0,2569.0
千葉県君津市,千葉県,,君津市,1544.0,1694.0,1821.0,1953.0,2044.0,2160.0,2291.0,2424.0,2557.0,2689.0
千葉県富津市,千葉県,,富津市,704.0,783.0,854.0,903.0,939.0,1011.0,1088.0,1154.0,1237.0,1297.0
千葉県浦安市,千葉県,,浦安市,856.0,978.0,1079.0,1124.0,1176.0,1253.0,1322.0,1384.0,1504.0,1623.0
千葉県四街道市,千葉県,,四街道市,1812.0,1997.0,2178.0,2317.0,2463.0,2701.0,2872.0,3075.0,3280.0,3480.0
千葉県袖ケ浦市,千葉県,,袖ケ浦市,1468.0,1641.0,1807.0,1978.0,2131.0,2392.0,2594.0,2811.0,3068.0,3254.0
千葉県八街市,千葉県,,八街市,1323.0,1426.0,1532.0,1597.0,1673.0,1776.0,1852.0,1948.0,2047.0,2137.0
千葉県印西市,千葉県,,印西市,1945.0,2232.0,2549.0,2787.0,3088.0,3544.0,3901.0,4358.0,4884.0,5201.0
千葉県白井市,千葉県,,白井市,1155.0,1302.0,1441.0,1541.0,1642.0,1753.0,1831.0,1888.0,1990.0,2069.0
千葉県富里市,千葉県,,富里市,798.0,888.0,971.0,1036.0,1091.0,1172.0,1246.0,1326.0,1415.0,1497.0
千葉県南房総市,千葉県,,南房総市,662.0,697.0,745.0,774.0,799.0,829.0,869.0,899.0,941.0,975.0
千葉県匝瑳市,千葉県,,匝瑳市,522.0,569.0,610.0,640.0,679.0,741.0,787.0,825.0,863.0,908.0
千葉県香取市,千葉県,,香取市,1256.0,1379.0,1493.0,1569.0,1656.0,1773.0,1853.0,1944.0,2028.0,2139.0
千葉県山武市,千葉県,,山武市,963.0,1043.0,1099.0,1158.0,1225.0,1296.0,1350.0,1410.0,1469.0,1507.0
千葉県いすみ市,千葉県,,いすみ市,700.0,747.0,793.0,835.0,860.0,913.0,953.0,986.0,1018.0,1063.0
千葉県大網白里市,千葉県,,大網白里市,355.0,451.0,514.0,563.0,614.0,677.0,743.0,814.0,886.0,964.0
千葉県印旛郡酒々井町,千葉県,印旛郡,酒々井町,198.0,247.0,284.0,297.0,316.0,344.0,374.0,432.0,464.0,488.0
千葉県印旛郡栄町,千葉県,印旛郡,栄町,185.0,232.0,260.0,288.0,308.0,341.0,371.0,405.0,440.0,475.0
千葉県香取郡神崎町,千葉県,香取郡,神崎町,62.0,73.0,80.0,89.0,98.0,106.0,115.0,122.0,133.0,142.0
千葉県香取郡多古町,千葉県,香取郡,多古町,119.0,167.0,183.0,215.0,240.0,272.0,296.0,317.0,337.0,364.0
千葉県香取郡東庄町,千葉県,香取郡,東庄町,116.0,150.0,178.0,198.0,212.0,231.0,261.0,293.0,313.0,333.0
千葉県山武郡九十九里町,千葉県,山武郡,九十九里町,94.0,111.0,117.0,128.0,139.0,148.0,158.0,172.0,189.0,206.0
千葉県山武郡芝山町,千葉県,山武郡,芝山町,71.0,81.0,95.0,99.0,101.0,112.0,124.0,142.0,163.0,182.0
千葉県山武郡横芝光町,千葉県,山武郡,横芝光町,211.0,243.0,277.0,302.0,318.0,355.0,384.0,414.0,452.0,484.0
千葉県長生郡一宮町,千葉県,長生郡,一宮町,111.0,136.0,155.0,171.0,191.0,212.0,229.0,248.0,289.0,329.0
千葉県長生郡睦沢町,千葉県,長生郡,睦沢町,63.0,80.0,90.0,108.0,118.0,126.0,137.0,140.0,147.0,154.0
千葉県長生郡長生村,千葉県,長生郡,長生村,114.0,146.0,171.0,191.0,201.0,224.0,245.0,265.0,293.0,313.0
千葉県長生郡白子町,千葉県,長生郡,白子町,79.0,91.0,100.0,111.0,126.0,137.0,147.0,156.0,169.0,177.0
千葉県長生郡長柄町,千葉県,長生郡,長柄町,52.0,57.0,70.0,78.0,86.0,96.0,107.0,113.0,118.0,123.0
千葉県長生郡長南町,千葉県,長生郡,長南町,58.0,66.0,73.0,82.0,89.0,100.0,106.0,113.0,119.0,120.0
千葉県夷隅郡大多喜町,千葉県,夷隅郡,大多喜町,62.0,82.0,92.0,101.0,108.0,125.0,133.0,144.0,150.0,158.0
千葉県夷隅郡御宿町,千葉県,夷隅郡,御宿町,106.0,123.0,138.0,149.0,159.0,174.0,186.0,203.0,221.0,241.0
